,id,doc_type,restrict_type,date,grade,duration,description,injury
107,NOCO_RISI_01_Part1097,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent:,Small Child CHandle with Care),Date: 12/9/16,Date: 12/9/16,,the tooe 11 yelled slevisas going to run away following a previo.was calmly talking with a teacher when she lunged towardsHeraputic cestantEmergency Intervention(s) used:Small Child CHandle with Care),Time each party checked by school nurse
108,NOCO_RISI_01_Part1098,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent:,,12/9/16,Date:,,the morning a was brought to my toom to work in a calmursteing Afterhad been standing a swiveling On a teachers chair 1st thing inworkingforwhen she bejan throwing to words other people she was placed n a theraputs <,Time each party checked by school nurse
109,NOCO_RISI_01_Part1099,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent: 12/7/16,Handle with Care Small Child,Date: 12/5/16,Date: 12/5/16,Duration: 5min,phid under bleachers in lunch w/o clear antecedent When in Senscsle small escalated child restarnt to tipping tod 5 & m.m. slamming she was placed in a Handle with Coreroom. was told she was not safe enough to attend recess. whenEmergency Intervention(s) used:Handle with Care Small Child,Time each party checked by school nurse
110,NOCO_RISI_01_Part11,,,Date: 5/2/17,3,ZO min,"WGS running around the school in on unsafe manner. After hrwas unable to control his body and make a safe chaice, hiwas directed back to the quiet room to regan control.Behavior entering time out room:Von-cumpliance and refusal of every option given to him.",
111,NOCO_RISI_01_Part110,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: / 130/19,Check,2min.,"upset about a piece of morningwork he was asked to complete,Behavior entering time out room:walked in independentlyBehavior exiting time out room:",
112,NOCO_RISI_01_Part1100,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent:,Small Child CHandle with Care),Date: 12/9/16,Date: 12/9/16,uration: 5mi,the door 11 yelked sle was going to run away following a previouwas calmly talking with a teacher when she lunged towardsHeraputic cestantEmergency Intervention(s) used:Small Child CHandle with Care),Time each party checked by school nurse
113,NOCO_RISI_01_Part1101,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent:,,Date: 12/9/16,Date: 12/9/16,,"the hocaing s was brought to my soon to work in a calmis se Hings Aftehad been standing a swiveling On a teachers chair 1st thing itworking for 45 min she began pacing, grabbing Materials thersing objectsEmergency Intervention(swhen she bejan throwing used: to words other people she was placed ~ a theraputi <",Time each party checked by school nurse
114,NOCO_RISI_01_Part1102,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent: 12/7/16,Handle with Care Small Child,Date: 12/5/16,Date: 12/5/16,Duration: 5min,hid under bleachers in lunch w/o clear antecedent When in Sensoroomslesmall child restrant for 5 min.escalated to tipping & slamming she was placed in a Handle with Core,Time each party checked by school nurse
115,NOCO_RISI_01_Part1103,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent: intend for copy,Physical escort / carry ~ 8 feet from hall to classroom,Date: 11/21/16,Date: 11/21/16,2-3min,"was discupting class by making noises When she was.asked to stop,she continued then chose to stand on a chair and then eventuallystood on a table. I was called to the room. As I approached theEmergency Intervention(s) used:Physical escort / carry ~ 8 feet from hall to classroom",Time each party checked by school nurse
116,NOCO_RISI_01_Part1104,,,,,,,
117,NOCO_RISI_01_Part1105,Incident Involving an Emergency Intervention,Handle with Care.> Small child restraint,11/21/16,Date:,Smins .,"was hiding under table, standing on rolling chair,beingwas asked to come off chair sheBiley from the room and when in hallway She ran toand to move chair while standing on it. I removed",Parent/Guardian contacted: (circle)
118,NOCO_RISI_01_Part1106,,,,,,,
119,NOCO_RISI_01_Part1107,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent: intend for copy,Hug hold on my lap ~ 23min,Date: 11/21/16,I,Duration: 2-3min,"was discupting class by making noises. When she was.asked to stop,stood on a table. I was called to the room. As I approached theshe continued then chose to stand on a chair and then eventuallyEmergency Intervention(s) used:Hug hold on my lap ~ 23min",Time each party checked by school nurse
120,NOCO_RISI_01_Part1108,,,,,,,
121,NOCO_RISI_01_Part1109,Incident Involving a Physical Restraint,Handle with care small child,Date: 03/8/16,,Duration: 2 min,"back into the centers rotation. moments later sheAfter appropriately taking a break,integratedwas prompted to take another break because she wasEmergency Intervention(s) used:",Time each party checked by school nurse
122,NOCO_RISI_01_Part111,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,123/19,Check,/ min,frustrated during whole group activityBehavior entering time out room:walked in controlBehavior exiting time out room:walked out in control,
123,NOCO_RISI_01_Part1110,,,,,,,
124,NOCO_RISI_01_Part1111,Incident Involving a Physical Restraint,Handle with Care small child hold.,Date: 3/3,,Duration: hold - 2 min Centire escalation 7 min ),"became escalated quickly in Art as a resultof another peer ""bothering ""her. She began shaetingand pushing, and ran out of the classroomEmergency Intervention(s) used:Handle with Care small child hold.",Time each party checked by school nurse
125,NOCO_RISI_01_Part1112,,,,,,,
126,NOCO_RISI_01_Part1113,Incident Involving a Physical Restraint,over,Date: 3/3/11,,Duration: hold - 2 minutes,was workingin a small group at an independentliterary center. She became escalated quickly when She andapeer could not agree m who would Sit in a specific chair.Emergency Intervention(s) used:over,Time each party checked by school nurse
127,NOCO_RISI_01_Part1114,,,,,,,
128,NOCO_RISI_01_Part1115,Incident Involving a Physical Restraint,Physical escort,Date: 3/3/16,,4min 30 see,"became upset when a peer tow said ""you lost"" afterlost a game.began throwing items and screaming, thenbegan running around the room shoving Chairs at people(ver)",NA
129,NOCO_RISI_01_Part1116,,,,,,,
130,NOCO_RISI_01_Part1117,Incident Involving a Physical Restraint,"Therapatic crisis intervention, LSI before re-integration",Date: 2/4/16,,e Space Interview conducted by (staff name).,"I was not present Cet the start of escalation, butbecame angry when given adirection in the Cafeteria, whichcontinued to the playground She became verbally aggressive toEmergency Intervention(s) used:Therapatic crisis intervention, LSI before re-integration",Time each party checked by school nurse
131,NOCO_RISI_01_Part1118,,,,,,,
132,NOCO_RISI_01_Part1119,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent: Given to Parent,Handle with care escort,Date: 7/11/17,Grade: 4,Life Space Interview conducted by (staff name):,came intois room and started provoking other students.He was directed to take a break withHe walked out thefront door and into the parking lot saying he was going home.,Time each party checked by school nurse
133,NOCO_RISI_01_Part112,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 1 /23/19,Check,Elapsed Time: 2 min,o frustrated during whole group activity.Behavior entering time out room:Ran self to time out roomBehavior exiting time out room:walked out in control,
134,NOCO_RISI_01_Part1120,,,,,,,
135,NOCO_RISI_01_Part1121,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 7/1/17,Grade: 4th,10 min,ran out of the building when he was cisled to returnto his classroom. Outside he engaged in vicient behaviors (hittinghachers) and cursing. From the parking lot escartedtothe,
136,NOCO_RISI_01_Part1122,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent:,put,Date: 11/9/16,Date: 11/9/16,uration: 8:40 - 9:12 - am,"ezwas throwing book bins, swinging at adults,and cursing,(more info attached)Emergency Intervention(s) used:put",Time each party checked by school nurse
137,NOCO_RISI_01_Part1123,,,,,,,
138,NOCO_RISI_01_Part1124,Incident Involving a Physical Restraint,I put,Date: 10/21/16,,4 minutes,"began hitting paper in a student's hand,he was asked to leave the group to break andthrew materials He then Kicked before attempting toEmergency Intervention(s) used: hit students.I put",Time each party checked by school nurse
139,NOCO_RISI_01_Part1125,Incident Involving a Physical Restraint,put her hands on,Date: 10/18/16,,fe Space Interview conducted by (staff name):,"began ripping paper then throwing materials, Hewas sitting next to peers and swinging his arms. Hebegan cursing and trying to hit and throwing hisEmergency Intervention(s) used: head forward TO hitput her hands on",Time each party checked by school nurse
140,NOCO_RISI_01_Part1126,Incident Involving a Physical Restraint,Cross hand Wrist grab,Date: 10/24/16,,4 minutes,See attached documentareEmergency Intervention(s) used:Cross hand Wrist grabsitting PRT,L
141,NOCO_RISI_01_Part1127,,,,,,,
142,NOCO_RISI_01_Part1128,,,,,,,
143,NOCO_RISI_01_Part1129,,,,,,,
144,NOCO_RISI_01_Part113,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: / /16/19,,3mins,was told that he had to mave uphis math work before he did recessBehavior entering time out room:Body not in Control ; escortedBehavior exiting time out room:,
145,NOCO_RISI_01_Part1130,,,,,,,
146,NOCO_RISI_01_Part1131,,,,,,,
147,NOCO_RISI_01_Part1132,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent:,A small child Seated hold,Date: 3/8/17,Date: 3/8/17,Duration: 3 min,hit another teacher and began yelling atstudents. The quietroom was in use andcoulIdnot get his body calm. He was put into a small,Time each party checked by school nurse
148,NOCO_RISI_01_Part1133,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent:,small child seated theapeutic hold,3/7/17,Date:,C,Emergency Intervention(s) used:small child seated theapeutic holdDuration: less than \ minuteCLife Space Interview conducted by (staff name):,Time each party checked by school nurse student went none early on 3/7
149,NOCO_RISI_01_Part1134,,,,,,,
150,NOCO_RISI_01_Part1135,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent:,Small child handle with care Seated hold,Date: 2/6/17,Date: 2/6/17,uration: 4 min,See back I attachedEmergency Intervention(s) used:Small child handle with care Seated holduration: 4 minLife Space Interview conducted by (staff name):,Parent/Guardian contacted: (circle)
151,NOCO_RISI_01_Part1136,,,,,,,
152,NOCO_RISI_01_Part1137,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent:,Small child standing to sitting therapeutic,Date: 2/1/17,Date: 2/1/17,Life Space Interview conducted by (staff name):,"and two other students were escalated.began throwing class materials, cursing and threateninother students.could not calm his body throughVerbal prompts. TO help Daimeir have in safe calm body",Time each party checked by school nurse
153,NOCO_RISI_01_Part1138,,,,,,,
154,NOCO_RISI_01_Part1139,Incident Involving an Emergency Intervention,standing small child handle with care physical,1/31/17,Date:,Life Space Interview conducted by (staff name):,and oronather student where throwing things atonadu Itand students. They were running around the room and beingunsafe.trying to calm both students and ask them to take space in seperatewas the only adult in the room and was,Time each party checked by school nurse
155,NOCO_RISI_01_Part114,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: / 11/ 19,Check,1 min,"He wanted to start recess When he cameback from math, was told it was not recesstime and had to read , got mad.Behavior entering time out room:walked in on his own",
156,NOCO_RISI_01_Part1140,,,,,,,
157,NOCO_RISI_01_Part1141,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent:,PRT,Date: 5/21/19,Date: 5/21/19,Duration: 30 seconds,"was aggressive in the classroom, throwing books and yelling.I took him for a break in room 1 where he started throwingchairs a me, kicting, and punching me.Emergency Intervention(s) used:PRT",Time each party checked by school nurse
