,id,doc_type,date,start_time,end_time,description,restraint_type
89,ASSS_RI_05-Part-7,Physical Restraint Documentation Form,Incident Date: 1/9/2020,Start Time: 10:26 am,End Time: 10:31 am,When calm and released from child restraint he again targetedg hitting and kicking. Placed in another restraint to keep him and staff safe.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
90,ASSS_RI_05-Part-8,Physical Restraint Documentation Form,Incident Date: 1/9/2020,Start Time: 10:32 am,End Time: 10:41 am,"walked back to the time out room following his second restraint. He stopped in the doorway, turned and went after again, kicking and hitting. was placed in a third restraint. He was kicking and screaming about how he hates school and is",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
91,ASSS_RI_05-Part-9,Physical Restraint Documentation Form,Incident Date: 1/28/2020,Start Time: 10:05,End Time: 10:17,"had been escalated for much of his morning. He had taken breaks in the time out room for a number of reasons including; shoving furniture, screaming, threatening staff, and attempting to leave the building. was directed to take a break after lifting his chair above his head and threatening to throw it at his",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
92,ASSS_RI_05-part-20,Physical Restraint Documentation Form,Incident Date: 2/5/2020,Start Time: 9:02,End Time: 9:16,It was time for to check his schedule and transition to the next activity. He got upset when the person working with him had to leave him to work with someone else. He began hitting the table and staff. When staff gave,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
93,ASSS_RI_07-Part-1,Physical Restraint Documentation Form,10/30/2017,AM,End Time: 09:53,"was sitting at the table and hit a student and ran into the bathroom, he started throwing things in the bathroom, so staff had to open the door, he started hitting and kicking. He ran towards the door, and tried to throw out movie bin, staff got in the way and he",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
94,ASSS_RI_07-Part-10,Physical Restraint Documentation Form,10/31/2017,11:38,11:54 AM Observers:,"was upset about not being able to open a box with crabs in lt. ( Crabs came for the classroom) then attempted to the room, staff spoke with him In an attempt to deescalate",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
95,ASSS_RI_07-Part-11,Physical Restraint Documentation Form,Incident Date: 10/27/2017,Incident Location:,End Time: 11:07,"had been experiencing difficulty since PE ended. He had been swearing, extremely disruptive and not following directions. He had been writing obscenities on his desk as well. When he was instructed to leave the classroom, he refused and continued to",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
96,ASSS_RI_07-Part-12,Physical Restraint Documentation Form,10/26/17,Start Time: 11:25,lower T. . Room 11:21 Observers:,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
97,ASSS_RI_07-Part-13,Physical Restraint Documentation Form,10/27/2017,08:50,09:30 Observers: Participants:,"asked came to use the restroom to do his hyglene, and then threw his kit and refused to come out. I went in and talked with bIm 5 and and did into school today on edge. (He had a rough day yesterday in school and it carried over to his bus ride home.) some ""squeezes"" with him. He said he felt better, but needed to punch the walls in the T/O area. He did that for about min",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
98,ASSS_RI_07-Part-14,,Date: 10/19/17,,,,
99,ASSS_RI_07-Part-15,Physical Restraint Documentation Form,10/03/2017,AM,Incident Location: 10:45 AM,"The student la Throughout the morning, had difficulty participating in expected activities. He was given-space away from",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
100,ASSS_RI_07-Part-16,Physical Restraint Documentation Form,10/19/2017,10/19/2017,End Time: 12:25,"sound stuff and ran to the break area. Staff followed him back there and was kicking and swinging. Staff At away this and ran to the toy/book area and began throwing bins of books and toys around. Staff approached him backed and he stopped and he was eating his lunch and appeared to be in a regulated state. Suddenly, without warning,",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
101,ASSS_RI_07-Part-17,Physical Restraint Documentation Form,10/25/2017,Start Time: 10:45,End Time: 10:50,"finished his snack and started drawing a picture to do something quiet while the others were finishing told up. He got up sit down from his seat and walked over to where and another student were working escreamed on something. ""NO, you can't tell me what to dol"" I walked him to go and",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
102,ASSS_RI_07-Part-18,Physical Restraint Documentation Form,Incident Date: 10/27/2017,10:38,Incident Location: 10:45 Classroom,"was became dysregulated and began running around the classroom and laughing. He was crawling verbal strategies to on frustrated at receiving a ""thumbs down"" on his classroom behavior chart for not following directions and under persistently furniture, top of calmer state and he was able to join the class for snack. However, after he completed snack resistant. Staff stopped in",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
103,ASSS_RI_07-Part-19,,,,,,
104,ASSS_RI_07-Part-2,Physical Restraint Documentation Form,10/16/17,Incident Location;,End Time: 10:00,,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
105,ASSS_RI_07-Part-20,,,,,,
106,ASSS_RI_07-Part-21,,,,,,
107,ASSS_RI_07-Part-22,,,,,,
108,ASSS_RI_07-Part-23,,,,,,
109,ASSS_RI_07-Part-24,Physical Restraint Documentation Form,Incident Date: 03/09/2018,AM,classroom 10:28 AM,sat on the table and threw a pencil at the chalkboard. A peer was upset that it was his pencil and told to give it back. then got into a peers face with the pencil in a threatening manner.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
110,ASSS_RI_07-Part-25,Physical Restraint Documentation Form,3/12/18,1:00 pm,Hall I way 1:05 pm Observers:,see incident report Cattacher) Was a Life Space Interview (LSI) done after the restraint? Yes,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
111,ASSS_RI_07-Part-26,Physical Restraint Documentation Form,3/26/18,Incident Location:,Time out room 1:50 pm Observers:,"made a mistake He escalated. He threw a desk. Floaters tried to remove him. kicked Staff multiple times,",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
112,ASSS_RI_07-Part-27,Physical Restraint Documentation Form,3/6/18,Incident Location:,1:30 pm Observers: Participants:,was assested and by staff to re-enter building She was THOWIN a piece buich which posed a threat to herself and of asphalt khunks,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
113,ASSS_RI_07-Part-28,Physical Restraint Documentation Form,03/09/2018,Start Time: 12:20,Hallway 12:25 PM,"and a peer have been having issues for a few weeks. Staff have witnessed the other student quietly taunting and getting other students to side with him. Today, he was overheard on the way to PE stating that he was going to fight",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
114,ASSS_RI_07-Part-3,Physical Restraint Documentation Form,10/16/2017,AM,11:25 AM Observers:,"was working on a literacy activity when his crayon broke, accidentally. He began crying and slamming his knees on the table, throwing item around the room, flipping chairs and hitting, kicking and biting. A restraint was initiated when he tried to bite staff and slam his head into their chest. He was held for 5 minutes, released, and returned to his chair when he saw kids outside playing he",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
