,id,doc_type,date,start_time,end_time,description,student_id
161,ASSS_SI_05_Part11,Time Out Room Log,Date: 10/24/17,Time exited:,Date: 10/24/17,,
162,ASSS_SI_05_Part12,Time Out Room Log,10-24-17,Time exited:,Date:,,
163,ASSS_SI_05_Part13,Time Out Room Log,Date: 10/3/17,Time entered: 9:00,Time exited: 9:45,"was directed to follow morning routine. prompts,visual cues, reminders of expectations / reward's given.became angry When other students completed routine",
164,ASSS_SI_05_Part14,Time Out Room Log,Date: 10/26/17,Time entered: 10:05,10:40,,
165,ASSS_SI_05_Part15,Time Out Room Log,Date: 10/31/17,,1115,"did not want to participate in anythe activity opposite asked of of what him was this asked morning, ojhum In 4poga He / went to breakromescalated to doing",
166,ASSS_SI_05_Part16,Time Out Room Log,,,,"Asked for a break (in , granted , Left the room beganto usunder, became increasingly upset ran away fromstaff toward",
167,ASSS_SI_05_Part17,Time Out Room Log,Date: 10/27/17,Time entered: 9:10,,"out control, and slamming hiswas restrained in the hallway. Once calm weroom to do LSI",
168,ASSS_SI_05_Part18,Time Out Room Log,,,,un Safe behavior in class. Pishing deskinto another another student's chair).Behavior during time out,
169,ASSS_SI_05_Part19,Time Out Room Log,10/20/17,Time entered: 11:05am,Time exited: 11is5am,Behavior during time out:Behavior upon exiting:Bouncy,
170,ASSS_SI_05_Part2,Time Out Room Log,Date: 10/19/17,,Date: 10/19/17,Behavior during time out:Behavior upon exiting:Guiet,
171,ASSS_SI_05_Part20,Time Out Room Log,10/24/17,Time exited:,Approx 11:00km,Attempts to put himself in dinger of Falling.Behavior during time out:Behavior upon exiting:,
172,ASSS_SI_05_Part21,Time Out Room Log,Date: 11/1/17,Time entered: 11:25 an,Time exited: 11:35,Didn't eam all of his EA time.Overtunned desk w/ items on topBehavior during time out:,
173,ASSS_SI_05_Part22,Time Out Room Log,Date: VL 11/29/17,Time exited:,10:55,refused to leave the building duringfire errillBehavior during time out:,
174,ASSS_SI_05_Part23,Time Out Room Log,11/29/17,Time entered: 9:30,Time exited: 9:50,left classroom with out permission. picked up. fire extinguisherand threatened verbally to hit staff with it. Flipped chairsand kicked staff.,
175,ASSS_SI_05_Part24,Time Out Room Log,11/9/17,8:35,Time exited: 9:00,was told it was this time forOLA. He refused to work and began swearing atstaff. Hethen left the Nom unsupervised.,
176,ASSS_SI_05_Part25,Time Out Room Log,Date: 11/9/17,Date: 11/9/17,Time exited: 2:00,,
177,ASSS_SI_05_Part26,Time Out Room Log,11/14/17,Time entered: 10:00,Time exited: 10:15,was asked to completeRULAHS from ELA. Herefised and threwhs notebuskt Papers,
178,ASSS_SI_05_Part27,Time Out Room Log,Date: 11/14/17,Time entered: 8:30,Time exited: 8:40,,
179,ASSS_SI_05_Part28,Time Out Room Log,Date: 11/16/17,"Time entered: 8 :55""",Time exited: 9:14,came back from Ameay .attempted to fight studentBehavior during time out:,
180,ASSS_SI_05_Part29,Time Out Room Log,11/21/17,Time entered: 11:17,Time exited: 12:03,,
181,ASSS_SI_05_Part3,Time Out Room Log,10/26,Time exited:,Date:,Walked out of classBehavior upon exiting:Behavior during time out:,
182,ASSS_SI_05_Part30,Time Out Room Log,Date: 11/21/17,Time entered: 12:07,dismissal,"Walked out of reflection room, swearing at staffBehavior during time out:Behavior upon exiting:",
183,ASSS_SI_05_Part31,Time Out Room Log,Date: 11/27/17,Time entered: 01-18-1:00,Time exited: 2100,"of reinforcement, continued to swear Then ""askedwork, and began swearing at staff. When remindrefused to sit and complete",
184,ASSS_SI_05_Part32,Time Out Room Log,Date: 11-13-17,Time entered: 8:33am,Time exited: 8:4zan,"wanted to have early social nonk, but thenchanged his mind and wanted social work at hisScheduled time.",
185,ASSS_SI_05_Part33,Time Out Room Log,Date: 11/1/17,Time exited:,Date: 11/1/17,,
186,ASSS_SI_05_Part34,Time Out Room Log,Date: 11/4/17,Time entered: 8:20,Time exited: 8:34,refused to go to class and was running through thebuildingBehavior upon exiting:,
187,ASSS_SI_05_Part35,Time Out Room Log,Date: 11/14/17,Date: 11/14/17,Time exited: 8:45,"was Asked to do work, would not, left roomBehavior during time out:Behavior upon exiting:",
188,ASSS_SI_05_Part36,Time Out Room Log,Date: 11/14/17,Time entered: 9:10 am,Time exited: 9'35,activities. He took a staff chair and began sliding it aroundbegan yelling and refusing to participate in sciencethe classroom. staff attempted to redirect and offs additional,
189,ASSS_SI_05_Part37,Time Out Room Log,11/15/17,10:15,Time exited: 10:30,was asked to complete hidArt work in the hallway at he was too dispraptiveto be in class. He did not follow these directions,
190,ASSS_SI_05_Part4,Time Out Room Log,10/26,1:50,Date:,,
191,ASSS_SI_05_Part5,Time Out Room Log,Date: 10/24/17,Time exited:,Date: 10/24/17,"Negative attention seeking behaviors, escalated to knockingover furniture.Behavior upon exiting:",
192,ASSS_SI_05_Part6,Time Out Room Log,,,,ASKED TO FORM HIS CAPITAL LETTERS BETTER;BECAME VERYUPSET; ASKED TO CHANGE A p' TO LUNER CASE;,
193,ASSS_SI_05_Part7,Time Out Room Log,,,,"EXTREME DISRESPECT; INSTIGATING PEERS; BREAKING OTHER PEOPLE'SPENCILS; THREATENING TEACHER TWICE TO STAB PENCIL IN HIS EYGiTHRGN BROKEN PENCIL ACROSS CLASSRORM,",
194,ASSS_SI_05_Part8,Time Out Room Log,,,,"WAS UPSET ABOUT HIS WORK, HIS PEERS ck STAFF HEWAS INSTRUCTED TD MOVE HIS DESK AWAY FROM THE TEACHER'S DESKDD PREVENT HIM From TRASHING IT. He FLIPPED HIS DESK AND RAN",
195,ASSS_SI_05_Part9,Time Out Room Log,Time entered:,Time exited:,10-23-17,NOT FOLLOWING DIRECTIONS AND PRESENTED UNSAFE BEHAVIORS- THROWING SHARPOBJECTS.Behavior:during time out:,
196,ASSS_SI_06_Part1,Time Out Room Log,Date: 11/16/17,Time entered: 8:10,Time exited: 8:20,"Not, willBehavior during time out:Behavior upon exiting:",
197,ASSS_SI_06_Part10,Time Out Room Log,11/15/17,8:45,Time exited: 8.55,xbegan to swear at Coachand attempted to leave gym . Attempted to hit Coack,
198,ASSS_SI_06_Part11,Time Out Room Log,Date: 11/29/17,Time exited: 1:00,Time exited: 1:00,,
199,ASSS_SI_06_Part12,Time Out Room Log,11-2-17,Time exited:,Date:,,
200,ASSS_SI_06_Part13,Time Out Room Log,Date: 11-8-17,Time exited:,Date: 11-8-17,It WELL snack time. ageWAS crying about not wanting told himNo problem. 2 mins Later,
201,ASSS_SI_06_Part14,Time Out Room Log,Date: 11-13-17,Time entered: 9:17,Time exited: 9:35,was asked to begin his math assignment.Behavior upon exiting:Behavior during time out:,
202,ASSS_SI_06_Part15,Time Out Room Log,Date: 11-21-17,9:00,Time exited: 9:10,Walking back from Art class mith apainting. - it ripped (Part-drived To 11 )Behavior during time out:,
203,ASSS_SI_06_Part16,Time Out Room Log,Date: 11-21-11,Time entered: 11:10,Staff person supervising student during time out:,"student was directed to do an assignment.Student threw pen, AT teacher's face.It hit",
204,ASSS_SI_06_Part17,Time Out Room Log,11-28-17,9:20,Time exited: 9:40,While donny Brain gumthrew his head phones across the RoomBehavior during time out:,
205,ASSS_SI_06_Part18,Time Out Room Log,Date: 11-14-17,11:46,Time exited: 11:58,Student was asked to eat lunchBehavior during time out:Behavior upon exiting:,
206,ASSS_SI_06_Part19,Time Out Room Log,Date: 11-16-17,Time entered: 12:59,Time entered: 12:59,Writing assignment vas given to student.behaviour(student put himself there with one prompt to use his strategy),
207,ASSS_SI_06_Part2,Time Out Room Log,11/16/17,,Date:,"swearing and yelling at other students, got in anotherstudents face Ran out of the room.Behavior during timé out:",
208,ASSS_SI_06_Part20,Time Out Room Log,Date: 11/20/17,Time entered: 9:07,Time exited: 9:17,"math and he threw everythingon the floor, including water bottle. - He was directect to T.C.He walked over and sati in T.O.",
209,ASSS_SI_06_Part21,Time Out Room Log,Date: 11-30-17,Time exited:,10:30,was told he would have his speech session As a push In groupin the classroom.SEIF selected to go in to the Timsout Room.,
210,ASSS_SI_06_Part22,Time Out Room Log,Date: 11/20/17,Time entered: 8:40 an,Time exited: 8:50,work. He in the AWL room and threwdleft being told to complete morningitems,
211,ASSS_SI_06_Part23,Time Out Room Log,Date: 11/21/17,Time entered: 11:45,Time exited: 12:05,,
212,ASSS_SI_06_Part24,Time Out Room Log,Date: 11-12-17,Time entered: 12:2e pron,Date: 11-12-17,"Slamming a door while another student was nalkingthrough. Fighting with another student (pushing, poking).Behavior during time out:",
213,ASSS_SI_06_Part25,Time Out Room Log,Date: 11-16-17,Date: 11-16-17,Time exited: 12:40,,
214,ASSS_SI_06_Part26,Time Out Room Log,11/9/17,Time exited:,12:25,"disturbing learning of others,Behavior during time out:Behavior upon exiting:",
215,ASSS_SI_06_Part27,Time Out Room Log,11/14/17,,Date:,walking w/ eyes closed to flopping on floor infront of staff; yellingBehavior during time out:,
216,ASSS_SI_06_Part28,Time Out Room Log,Time entered:,Time exited:,11/8/17,"that space, off the table. cuses Team member out. called K and he walkedwas agritated ite proceeded talking about to punch calley till police, cabinet, microwave put him inaminay 4 toTime",
217,ASSS_SI_06_Part29,Time Out Room Log,11/9/17,,Date:,"action carsious in the class , bayin thewindow andbor- cresis calledBehavior during time out:",
218,ASSS_SI_06_Part3,Time Out Room Log,Date: 11/2/17,Time entered: 11:20,Time exited: 12:00,"Student would not leave office, was going through paper work anddrawers. Student was spraying staff with body spray , using treatening language.Behavior during time out:",
219,ASSS_SI_06_Part30,Time Out Room Log,Date: 11/28/17,Time exited:,10:00,stumbling. Continued throughout morning routine. During lunchcount sub accidently called him wrong nameBehavior during time out:,
220,ASSS_SI_06_Part31,Time Out Room Log,Date: 11/29/17,Time entered: 8.,Time exited: 9:45AM,,
221,ASSS_SI_06_Part32,Time Out Room Log,11/30/17,Time exited:,9:30,"Came off bus looking for attention - setting on 5 acting,to engage w/guys. Laid down on floor when I gave directive to head Bertenlytoying",
222,ASSS_SI_06_Part33,Time Out Room Log,Date: 11/27/17,Time exited:,1:15,"broke something. He escalated, throwingthings at staff. Floaters were called. .Behavior during time out:",
223,ASSS_SI_06_Part34,Time Out Room Log,Time entered:,9:00,11-27-17,"follow Plan, came back + threw L.E. lab materials aroundrefused to go to ALE. Refused tothe room",
224,ASSS_SI_06_Part35,Time Out Room Log,1 :00/1:05 ask Zach tust,Time exited:,Date:,,
225,ASSS_SI_06_Part36,Time Out Room Log,Time entered:,11/03/2017,10:45,was told he could not have a specific classroom toy at play time. It was not a choice offered.began punching/kicking. He threwhis shoe. he hit teacher with the shoe.,
226,ASSS_SI_06_Part37,Time Out Room Log,11:30,AM,Date:,was told he could not walk down to get his lunch until he followed directions. He was told to follow routine of washing his hands.began punching/kicking. He threw a chair at another student. He hit teacher and kicked teacher. He ripped books. Other studentsremoved from classroom and ate lunch in the conference room.,
227,ASSS_SI_06_Part38,Time Out Room Log,Time entered:,AM,11/03/2017,was told that he had to follow directions during transition to PE. He was not first in line. He attempted to run out of the classroom.began punching/kicking. He hit teacher and kicked teacher.Behavior during time out:,
228,ASSS_SI_06_Part39,Time Out Room Log,Date: 11/14/17,10:05,10:15,"was calling out 50 given a "" I' il as avisual reminder to not call out and raise a quiet hand. He immediatelyscreamed at staff, flipped his desk, then flipped his chair. Walked to",
229,ASSS_SI_06_Part4,Time Out Room Log,11/2/17,Time entered: 1:05,1:15,"was having a dis agreement with a classmatina game,The disagreement lead to vetbal threatening at which point",
230,ASSS_SI_06_Part40,Time Out Room Log,Date: 11.6.17,,Time exited: 8:514,screaming inappropriate words with others Very disrespectfulto other students. Not following DirectionsJust got meds at 8:35 AM,
231,ASSS_SI_06_Part41,Time Out Room Log,Date: 11.7.17,Time entered: 12:38,2:10,"to Students, Running out of Class andiv hallway,Just of his meds atlass",
232,ASSS_SI_06_Part42,Time Out Room Log,Date: 11-29-17,Time entered: 11:35am,Time exited: 12:00pm,"was having a difficult fire staply Acontrol of his Body and Nas beginniz to become agate. When he exitalthe first tohe he started V immediately and reented to calm dam,",
233,ASSS_SI_06_Part43,Time Out Room Log,Time entered:,Time exited:,11/8/2017,shat down as a result of Maving ta do workhe refused to do the day before (during a scheduled time) during his earn timetoday He threw his deak over 9 his chair 4 then was removed from the,
234,ASSS_SI_06_Part45,Time Out Room Log,Time entered:,Time exited:,11/8/2017,,
235,ASSS_SI_06_Part5,Time Out Room Log,Date: 11/17/17,Time entered: 10:00,"Time exited: 10:20,",ask to take a walk he ran fromstaff into the gym and refused to leaveBehavior upon exiting:,
236,ASSS_SI_06_Part6,Time Out Room Log,Date: 11/27/17,Time entered: 10:30,Time exited: 10:35,"ask for his Cerplicit)when prompted 10 ask appropriately.to swear. He then stood up threw computer, picked and",
237,ASSS_SI_06_Part7,Time Out Room Log,11/15/17,10:00,Time exited: 10:20,refused to complete workThe Then swearing.Behavior upon exiting:,
238,ASSS_SI_06_Part8,Time Out Room Log,Date: 11/20/17,,,,
239,ASSS_SI_06_Part9,Time Out Room Log,Date: 11/29/17,1:30,1:40,"mayneur swore atstaff, threw objects ndid not want oparticupate in readergacturitythrew objects at Staffi",
240,ASSS_SI_07_Part1,Time Out Room Log,Date: 11/10/17,Time exited:,10:34,"to Matterdidnut completed want to his do Math, spelling he and wanted was to recordingGeorge name plate was given off the his ptwn desic to took draw one during tolde free th and Time. ripped",
241,ASSS_SI_07_Part10,Time Out Room Log,Date: 11-6-17,Time exited:,10:48,"DIDN'T LIKE THE ASSIGNMENT, REFUSED TO FollowDIRECTIONS, YELLING DISREPPETFUL THING, SLAMMING HIS PENCIL REPEATEDLY ONHIS DESK, THREW Two CHAIRS, BROKE HIS PENCIL AND THREW IT AND FLIPPES HIS",
242,ASSS_SI_07_Part11,Time Out Room Log,Time entered:,11/01/2017,10:10,"entered the classroom, following routine. He asked to use the electic pencil sharperer and was told that was only for adult use. He kickedthrew a chair toward another student and rolled under the table. was able to redirect with proximity support, remindersof rewards and review of the activities of the day.",
243,ASSS_SI_07_Part12,Time Out Room Log,Date: 11/7/17,Time exited:,Date: 11/7/17,"was daning, a difficult time completing yoga andwhen asked to finish the star pose heand trying to hide under furniture He was taken to the T.O. roor.",
244,ASSS_SI_07_Part13,Time Out Room Log,11/7/17,10:21,10:30,As per attached T.O. room logBehavior during time out:Behavior upon exiting:,
245,ASSS_SI_07_Part14,Time Out Room Log,Date: 11/13/17,Time entered: 9:45,Time exited: 11:25,"was given a turkey sticker, it was put on theworkslueet he had just completed,took the sticker offhis paper",
246,ASSS_SI_07_Part15,Time Out Room Log,08:45,AM,Date:,was asked if he wanted waffles or pancakes for breakfast. He chose waffles. He was then asked if he wanted choc. or white milk. Hedemanded Strawberry. Strawberry is not an available choice. He was given a list of alternatives. Screaming at staff and standing on the table hedemanded strawberry. He escalated to charging the door.,
