,id,school_building,date,restraint_began,restraint_end,seclusion_start,seclusion_end,restraint_type,doc_type,description
541,COH_RISI_17_Part8,School: Harmony HillIncident Description,Date of Incident: 11/15/17,Time restraint began: 1:15,Time restraint ended: 1:20,Time seclusion began: 1:20,Time seclusion ended: 1:30,Children's control position,,
542,COH_RISI_17_Part9,School: Harmony HillIncident Description,Date of Incident: 10/17/17,Time restraint began: 9:55,Time restraint ended: 10:05,Time seclusion ended:,Transport utilized? yes,,,
543,COH_RISI_18_Part1,School: Harmony HillIncident Description,Date of Incident: 10/5/17,Time restraint began: 11:10,Time restraint ended: 11:14,Time seclusion began: 11:00,Time seclusion ended: 11:05,Children's control position,,
544,COH_RISI_18_Part10,School: Harmony HillIncident Description,Date of Incident: 11/6/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 8:55,Time seclusion ended: 9:06,Children's control position,,
545,COH_RISI_18_Part11,School:Harmony HillIncident Description,Date of Incident: 9/18/17,Time restraint began: 12:10 (to,Time restraint ended: 12:11,Time seclusion ended:,Transport utilized?,,,
546,COH_RISI_18_Part12,School:Harmony HillIncident Description,Date of Incident: 9/22/17,Time restraint began: 12:11,Time restraint ended: 12:27,Time seclusion ended:,Transport utilized?,x,,
547,COH_RISI_18_Part13,School: Harmony HillIncident Description,Date of Incident: 9/28/17,Time restraint began: 12:30,Time restraint ended: 12:35,Time seclusion ended:,Transport utilized?,Children's control position,,
548,COH_RISI_18_Part14,School:Harmony HillIncident Description,Date of Incident: 10/3/17,Time restraint began: 12:15,Time restraint ended: 12:25,Time seclusion ended:,Transport utilized?,x,,
549,COH_RISI_18_Part15,School:Harmony HillIncident Description,Date of Incident: 10/5/17,Time restraint ended:,Seclusion utilized? no,Time seclusion ended:,Transport utilized?,Children's control position,,
550,COH_RISI_18_Part16,School:Harmony HillIncident Description,Date of Incident: 10/10/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 10:08,Time seclusion ended: 10:25,,,
551,COH_RISI_18_Part17,School:Harmony HillIncident Description,Date of Incident: 10/10/17,Time restraint began: 12:33,Seclusion utilized?,Time seclusion ended:,Transport utilized?,Children's control position,,
552,COH_RISI_18_Part18,School: Harmony HillIncident Description,Date of Incident: 10/13/17,Time restraint began: 9:04,Time restraint ended: 9:21,Time seclusion began: 8:57,Time seclusion ended: 9:04,x,,
553,COH_RISI_18_Part19,School: Harmony HillIncident Description,Date of Incident: 10/23/17,Time restraint began: 12:12,Time restraint ended: 12:18,Time seclusion ended:,Transport utilized? no,X,,
554,COH_RISI_18_Part2,School: Harmony HillIncident Description,Date of Incident: 10/6/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 10:30,Time seclusion ended: 10:38,Children's control position,,
555,COH_RISI_18_Part20,School: Harmony HillIncident Description,Date of Incident: 10/24/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 2:02,Time seclusion ended: 2:11,Children's control position,,
556,COH_RISI_18_Part21,School: Harmony HillIncident Description,Date of Incident: 10/24/17,Time restraint began: 12:11,Time restraint ended: 12:18,Time seclusion ended:,Transport utilized? no,X Children's control position,,
557,COH_RISI_18_Part22,School: Harmony HillIncident Description,Date of Incident: 10/25/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 9:56,Time seclusion ended: 10:05,Children's control position,,
558,COH_RISI_18_Part23,School: Harmony HillIncident Description,Date of Incident: 10/25/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 2:12,Time seclusion ended: 2:20,Children's control position,,
559,COH_RISI_18_Part24,School: Harmony HillIncident Description,Date of Incident: 10/26/17,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 9:40,Time seclusion ended: 9:52,Children's control position,,
560,COH_RISI_18_Part25,School: Harmony HillIncident Description,Date of Incident: 10/27/17,Time restraint began: 10:58,Time restraint ended: 11:10,Time seclusion began: 10:54,Time seclusion ended: 10:58,X Children's control position,,
561,COH_RISI_18_Part26,School: Harmony HillIncident Description,Date of Incident: 11/1/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 11:20,Time seclusion ended: 11:36,Children's control position,,
562,COH_RISI_18_Part27,School: Harmony HillIncident Description,Date of Incident: 11/3/17,Time restraint began: 1:16,Time restraint ended: 1:24,Time seclusion began: 1:12,Time seclusion ended: 1:16,Children's control position,,
563,COH_RISI_18_Part28,School: Harmony HillIncident Description,Date of Incident: 11/8/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 11:03,Time seclusion ended: 11:18,Children's control position,,
564,COH_RISI_18_Part29,School: Harmony HillIncident Description,Date of Incident: 11/16/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 11:45,Time seclusion ended: 11:52,Children's control position,,
565,COH_RISI_18_Part3,School: Harmony HillIncident Description,Date of Incident: 10/20/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 11:15,Time seclusion ended: 11:24,Children's control position,,
566,COH_RISI_18_Part30,School: Harmony HillIncident Description,Date of Incident: 11/16/17,Time restraint began: 1:49,Time restraint ended: 1:54,Time seclusion began: 1:45,Time seclusion ended: 1:49,Children's control position,,
567,COH_RISI_18_Part31,School: Harmony HillIncident Description,Date of Incident: 11/27/17,Time restraint began: 11:45,Time restraint ended: 11:53,Time seclusion began: 11:44,Time seclusion ended: 11:45,X Children's control position,,
568,COH_RISI_18_Part32,School: Harmony HillIncident Description,Date of Incident: 12/4/17,Time restraint began: 10:38,Time restraint ended: 10:41,Time seclusion began: 10:42,Time seclusion ended: 10:43,x_Children's control position,,
569,COH_RISI_18_Part33,School: Harmony HillIncident Description,Date of Incident: 12/4/17,Time restraint began: 10:38,Time restraint ended: 10:41,Time seclusion began: 10:42,Time seclusion ended: 10:43,X Children's control position,,
570,COH_RISI_18_Part4,School: Harmony HillIncident Description,Date of Incident: 10/19/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 11:55,Time seclusion ended: 12:18,Children's control position,,
571,COH_RISI_18_Part5,School: Harmony HillIncident Description,Date of Incident: 10/19/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 10:15,Time seclusion ended: 10:27,Children's control position,,
572,COH_RISI_18_Part6,School: Harmony HillIncident Description,Date of Incident: 10/24/17,Time restraint began: 11:40,Time restraint ended: 11:45,Time seclusion ended:,Transport utilized? No,X,,
573,COH_RISI_18_Part7,School: Harmony HillIncident Description,Date of Incident: 10/24/17,Time restraint began: 11:55,Time restraint ended: 12:03,Time seclusion ended:,Transport utilized? No,x_Child ren's control position,,
574,COH_RISI_18_Part8,School: Harmony HillIncident Description,Date of Incident: 10/26/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 11:34,Time seclusion ended: 11:50,Children's control position,,
575,COH_RISI_18_Part9,School: Harmony HillIncident Description,Date of Incident: 10/27/17,Time restraint ended:,Seclusion utilized? No,Time seclusion began: 12:10,Time seclusion ended: 12:13,Children's control position,,
576,COH_RISI_19_Part1,School: HHIncident Description,Date of Incident: 12/4/18,Time restraint began: 9:45,Time restraint ended: 9:50,Time seclusion ended:,Transport utilized?,X_Children's control position,,
577,COH_RISI_19_Part10,School: Harmony HillIncident Description,Date of Incident: 3/18/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 10:37,Time seclusion ended: 10:55,Children's control position,,
578,COH_RISI_19_Part11,School: Harmony HillIncident Description,Date of Incident: 3/20/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:54,Time seclusion ended: 2:12,Children's control position,,
579,COH_RISI_19_Part12,School: Harmony HillIncident Description,Date of Incident: 3/20/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 2:48,Time seclusion ended: 2:55,Children's control position,,
580,COH_RISI_19_Part13,School: Harmony HillIncident Description,Date of Incident: 3/21/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 12:00,Time seclusion ended: 12:10,Children's control position,,
581,COH_RISI_19_Part14,School: Harmony HillIncident Description,Date of Incident: 3/21/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 12:55,Time seclusion ended: 1:15,Children's control position,,
582,COH_RISI_19_Part15,School: Harmony HillIncident Description,Date of Incident: 3/22/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:09,Time seclusion ended: 11:16,Children's control position,,
583,COH_RISI_19_Part16,School: Harmony HillIncident Description,Date of Incident: 4/8/19,Time restraint began: 2:35,Time restraint ended: 2:48,Time seclusion began: 2:10,Time seclusion ended: 2:24,Children's control position,,
584,COH_RISI_19_Part17,School: Harmony HillIncident Description,Date of Incident: 4/10/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 2:17,Time seclusion ended: 2:32,Children's control position,,
585,COH_RISI_19_Part18,,,,,,,,,
586,COH_RISI_19_Part19,School: Harmony HillIncident Description,Date of Incident: 4/11/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:37,Time seclusion ended: 11:57,Children's control position,,
587,COH_RISI_19_Part2,School: HHIncident Description,Date of Incident: 12/5/18,Time restraint began: 10:00,Time restraint ended: 10:05,Time seclusion ended:,Transport utilized?,(_Children's control position,,
588,COH_RISI_19_Part20,School: Harmony HillIncident Description,Date of Incident: 4/11/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 12:03,Time seclusion ended: 12:23,Children's control position,,
589,COH_RISI_19_Part21,School: Harmony HillIncident Description,Date of Incident: 4/30/19,Time restraint began: 1:04,Time restraint ended: 1:10,Time seclusion ended:,Transport utilized? no,Children's control position,,
590,COH_RISI_19_Part22,School: Harmony HillIncident Description,Date of Incident: 5/1/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 2:10,Time seclusion ended: 2:28,Children's control position,,
591,COH_RISI_19_Part23,School: Harmony HillIncident Description,Date of Incident: 5/2/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:45,Time seclusion ended: 2:05,Children's control position,,
592,COH_RISI_19_Part3,School: Harmony HillIncident Description,Date of Incident: 4/10/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 9:23,Time seclusion ended: 9:43,Children's control position,,
593,COH_RISI_19_Part4,School:HHIncident Description,Date of Incident: 1/23/19,Time restraint began: 10:40,Time restraint ended: 10:43,Time seclusion ended:,Transport utilized?,X_Children's control position,,
594,COH_RISI_19_Part5,School: HHIncident Description,Date of Incident: 1/24,Time restraint began: 12:20,Time restraint ended: 12:25,Time seclusion ended:,Transport utilized?,X Children's control position,,
595,COH_RISI_19_Part6,School: Harmony HillIncident Description,Date of Incident: 5/14/19,Time restraint ended:,description of incident*,Time seclusion ended:,Transport utilized?,Children's control position,,
596,COH_RISI_19_Part7,School: Harmony HillIncident Description,Date of Incident: 3/18/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:56,Time seclusion ended: 12:16,Children's control position,,
597,COH_RISI_19_Part8,School: Harmony HillIncident Description,Date of Incident: 3/18/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:00,Time seclusion ended: 1:12,Children's control position,,
598,COH_RISI_19_Part9,School: Harmony HillIncident Description,Date of Incident: 3/18/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:44,Time seclusion ended: 1:55,Children's control position,,
599,COH_RISI_20_Part1,School: Harmony HillIncident Description,Date of Incident: 5/8/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:15,Time seclusion ended: 11:32,Children's control position,,
600,COH_RISI_20_Part10,School: Harmony HillIncident Description,Date of Incident: 6/7/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:48,Time seclusion ended: 2:08,Children's control position,,
601,COH_RISI_20_Part11,School: Harmony HillIncident Description,Date of Incident: 6/12/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 12:04,Time seclusion ended: 12:23,Children's control position,,
602,COH_RISI_20_Part12,School: Harmony HillIncident Description,Date of Incident: 6/13/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:40,Time seclusion ended: 2:00,Children's control position,,
603,COH_RISI_20_Part13,School: Harmony HillIncident Description,Date of Incident: 6/13/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 2:03,Time seclusion ended: 2:23,Children's control position,,
604,COH_RISI_20_Part14,School: Harmony HillIncident Description,Date of Incident: 6/13/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 2:34,Time seclusion ended: 2:54,Children's control position,,
605,COH_RISI_20_Part15,School: Harmony HillIncident Description,Date of Incident: 6/18/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:47,Time seclusion ended: 2:00,,,
606,COH_RISI_20_Part16,School: Harmony HillIncident Description,Date of Incident: 6/19/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:49,Time seclusion ended: 2:09,Children's control position,,
607,COH_RISI_20_Part17,School: Harmony HillIncident Description,Date of Incident: 6/25/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 12:58,Time seclusion ended: 1:06,Children's control position,,
608,COH_RISI_20_Part18,School: Harmony HillIncident Description,Date of Incident: 6/25/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:34,Time seclusion ended: 1:46,Children's control position,,
609,COH_RISI_20_Part2,School: Harmony HillIncident Description,Date of Incident: 5/8/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 2:11,Time seclusion ended: 2:22,Children's control position,,
610,COH_RISI_20_Part3,School: Harmony HillIncident Description,Date of Incident: 5/13/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:25,Time seclusion ended: 1:45,Children's control position,,
611,COH_RISI_20_Part4,School: Harmony HillIncident Description,Date of Incident: 5/14/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 12:55,Time seclusion ended: 1:15,Children's control position,,
612,COH_RISI_20_Part5,School: Harmony HillIncident Description,Date of Incident: 5/29/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:44,Time seclusion ended: 2:02,Children's control position,,
613,COH_RISI_20_Part6,School: Harmony HillIncident Description,Date of Incident: 5/30/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:56,Time seclusion ended: 12:12,Children's control position,,
614,COH_RISI_20_Part7,School: Harmony HillIncident Description,Date of Incident: 5/30/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 2:11,Time seclusion ended: 2:30,Children's control position,,
615,COH_RISI_20_Part8,School: Harmony HillIncident Description,Date of Incident: 6/6/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:14,Time seclusion ended: 12:34,Children's control position,,
616,COH_RISI_20_Part9,School: Harmony HillIncident Description,Date of Incident: 6/6/19,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:37,Time seclusion ended: 12:54,Children's control position,,
617,COH_RISI_21_Part1,School:HHIncident Description,Date of Incident: 1/22/2020,Time restraint ended:,Seclusion utilized? X yes,Time seclusion began: 8:55,Time seclusion ended:9:08,Children's control position,,
618,COH_RISI_21_Part10,School: HHIncident Description,Date of Incident: 12/06/19,Time restraint began: 11:25,Time restraint ended: 11:27,Time seclusion began: 11:27,Time seclusion ended: 11:38,Children's control position,,
619,COH_RISI_21_Part11,School: HHIncident Description,Date of Incident: 12/18/19,Time restraint ended:,Seclusion utilized?,Time seclusion began: 9:10,Time seclusion ended: 9:30,Children's control position,,
620,COH_RISI_21_Part12,School: HHIncident Description,Date of Incident: 9/27/19,Time restraint began: 1:40,Time restraint ended: 1:44,Time seclusion ended:,Transport utilized?,x Children's control position,,
621,COH_RISI_21_Part13,School: HHIncident Description,Date of Incident: 11/4/19,Time restraint ended:,Seclusion utilized?,Time seclusion began: 1:40;,Time seclusion ended: 2:30,Children's control position,,
622,COH_RISI_21_Part14,School: HHIncident Description,Date of Incident: 11/12/19,Time restraint began: 1:35,Time restraint ended: 1:54,Time seclusion ended:,Transport utilized?,student in crisis.,,
623,COH_RISI_21_Part15,School: HHIncident Description,Date of Incident: 11/13/19,Time restraint began: 1:40,Time restraint ended: 1:53,Time seclusion ended:,Transport utilized? no,X,,
624,COH_RISI_21_Part16,School: HHIncident Description,Date of Incident: 12/17/19,Time restraint ended:,Seclusion utilized?,Time seclusion began: 12:50,Time seclusion ended: 2:10,student in crisis.,,
625,COH_RISI_21_Part17,School: HHIncident Description,Date of Incident: 1/15/2020,Time restraint began: 1:45,Time restraint ended: 1:46,Time seclusion began: 1:46,Time seclusion ended: 1:50,student in crisis.,,
626,COH_RISI_21_Part18,School: HHIncident Description,Date of Incident: 1/28/2020,Time restraint ended:,Seclusion utilized?,Time seclusion began: 12:40,Time seclusion ended: 1:00,student in crisis.,,
627,COH_RISI_21_Part19,School: Harmony HillIncident Description,Date of Incident: 3/11/2020,Time restraint ended:,Seclusion utilized? no,Time seclusion ended:,Transport utilized? yes,Children's control position,,
628,COH_RISI_21_Part2,School:HHIncident Description,Date of Incident: 1/24/2020,Time restraint ended:,Seclusion utilized? X yes,Time seclusion began: 8:51,Time seclusion ended:9:05,Children's control position,,
629,COH_RISI_21_Part20,School: Harmony HillIncident Description,Date of Incident: 1/28/2020,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 11:38,Time seclusion ended: 11:58,Children's control position,,
630,COH_RISI_21_Part21,School: Harmony HillIncident Description,Date of Incident: 1/28/2020,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 12:42,was opened every 20 minutes,Children's control position,,
631,COH_RISI_21_Part22,School: Harmony HillIncident Description,Date of Incident: 2/3/2020,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 2:00,Time seclusion ended: 2:10 when,Children's control position,,
632,COH_RISI_21_Part23,School: Harmony HillIncident Description,Date of Incident: 2/3/2020,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 10:23,stayed in time away until about,Children's control position,,
633,COH_RISI_21_Part24,School: HHIncident Description,Date of Incident: 11/12/19,Time restraint ended:,Seclusion utilized?,Time seclusion began: 12:08,Time seclusion ended: 12:25,Children's control position,,
634,COH_RISI_21_Part3,School: Harmony HillIncident Description,Date of Incident: 11/13/19,Time restraint began: 1:35,Time restraint ended: 1:42,Time seclusion ended:,Transport utilized? No,Children's control position,,
635,COH_RISI_21_Part4,School: Harmony HillIncident Description,Date of Incident: 11/13/19,Time restraint began: 12:45,Time restraint ended: 12:51,Time seclusion ended:,Transport utilized? No,Children's control position,,
636,COH_RISI_21_Part5,School: Harmony HillIncident Description,,Time restraint began: 10:25,Time restraint ended: 10:30,Time seclusion ended:,Transport utilized? No,Children's control position,,
637,COH_RISI_21_Part6,School: Harmony HillIncident Description,Date of Incident: 11/13/19,Time restraint began: 9:45,Time restraint ended: 9:50,Time seclusion ended:,Transport utilized? No,Children's control position,,
638,COH_RISI_21_Part7,School: Harmony HillIncident Description,Date of Incident: 9/18/19,Time restraint ended:,Seclusion utilized?,Time seclusion began: 10:55,Time seclusion ended: 11:03,,,
639,COH_RISI_21_Part8,School: Harmony HillIncident Description,Date of Incident: 11/12/19,Time restraint ended:,Seclusion utilized?,Time seclusion began: 1:15,Time seclusion ended: 1:28,Children's control position,,
640,COH_RISI_21_Part9,School: Harmony HillIncident Description,Date of Incident: 12/17/19,Time restraint ended:,Seclusion utilized?,Time seclusion began: 10:55,Time seclusion ended: 11:10,Children's control position,,
