,0,1,2,3,4,5,6
298,,run around building. when going back to class student tried to crawl,,,,,
299,2017-2018,out window. 4/12/18 12:30 PM,Intervention: Time Out (minutes),,,,
300,2017-2018,4/12/18 1:30 PM became unsafe after visiting nurse,Intervention: Time Out (minutes),,,,
301,2017-2018,"5/23/18 10:50 AM yelling, hitting, kicking and running",Intervention: Time Out (minutes),,,,
302,2017-2018,"5/23/18 11:00 AM yelling, hitting and running",Intervention: Time Out (minutes),,,,
303,2017-2018,,"6/11/18 10:11 AM aggression: hitting, kicking and biting. Running from staff being unsafe  Intervention: Time Out (minutes)",,,,
304,2017-2018,"6/11/18 10:37 AM aggression: hitting, kicking and biting. Unsafe: running from staff",Intervention: Time Out (minutes),,,,
305,2017-2018,"2/26/18 1:30 PM attempted to fight, pushing and threatening.",Intervention: Time Out (minutes),,,,
306,2017-2018,"7/18/17 10:05 AM slapping, biting and pulled hair",Intervention: Time Out (minutes),,,,
307,2017-2018,"2/5/18 1:30 PM throwing objects at staff, pushing, punching staff and verbal threats.",Intervention: Time Out (minutes),,,,
308,2017-2018,12/13/17 12:40 PM spitting and hitting,Intervention: Time Out (minutes),,,,
309,2017-2018,"11/14/17 10:55 AM being unsafe towards staff, hitting and throwing things at staff",Intervention: Time Out (minutes),,,,
310,,"destroying property, punching, kicking, stabbing with pencil to",,,,,
311,2017-2018,support staff. 12/13/17 10:40 AM,Intervention: Time Out (minutes),,,,
312,2017-2018,1/11/18 11:00 AM throwing items and tipping desks,Intervention: Time Out (minutes),,,,
313,2017-2018,"1/12/18 1:00 PM student screaming, kicking, hitting staff",Intervention: Time Out (minutes),,,,
314,,"became aggressive by yelling, swearing, kicking, hitting staff when",,,,,
315,2017-2018,asked to leave calming room. 1/12/18 1:10 PM,Intervention: Time Out (minutes),,,,
316,,getting into another students personal space. other student asked to,,,,,
317,,be left alone. He did not comply. then became aggressive with,,,,,
318,2017-2018,student and staff 1/18/18 9:30 AM,Intervention: Time Out (minutes),,,,
319,,"outside classroom trying to get in. began hitting, kicking and trying to",,,,,
320,2017-2018,bite staff 1/18/18 9:30 AM,Intervention: Time Out (minutes),,,,
321,2017-2018,"5/14/18 12:50 PM yelling, hitting, kicking and scratching",Intervention: Time Out (minutes),,,,
322,2017-2018,"5/16/18 1:32 PM screaming, kicking and hitting.",Intervention: Time Out (minutes),,,,
323,2017-2018,5/31/18 10:18 AM student was physically touching other student inappropriate,Intervention: Time Out (minutes),,,,
324,2017-2018,"6/1/18 11:22 AM screaming, kicking, biting, scratching, hitting and throwing things",Intervention: Time Out (minutes),,,,
325,2017-2018,"6/4/18 12:40 PM kicking, hitting and scratching",Intervention: Time Out (minutes),,,,
326,2017-2018,8/8/17 8:45 AM became aggressive trying to hit others,Intervention: Time Out (minutes),,,,
327,2017-2018,11/7/17 11:20 AM Hitting staff,Intervention: Time Out (minutes),,,,
328,2017-2018,"10/23/17 2:55 PM scratching, hitting, pinching and kicking",Intervention: Time Out (minutes),,,,
329,2017-2018,"6/14/18 1:00 PM scratching, hitting, biting and kicking",Intervention: Time Out (minutes),,,,
330,2017-2018,"7/24/17 12:27 PM throwing things, spitting and trying to hit staff",Intervention: Time Out (minutes),,,,
331,2017-2018,"7/24/17 1:00 PM throwing things, spitting and trying to hit staff",Intervention: Time Out (minutes),,,,
332,2017-2018,"7/31/17 10:31 AM spitting, hitting and throwing objects",Intervention: Time Out (minutes),,,,
333,,"hitting, spitting, throwing wheelchair, loud vocalizing, pushing para",,,,,
334,2017-2018,desk 1/16/18 10:05 AM,Intervention: Time Out (minutes),,,,
335,2017-2018,"1/16/18 10:20 AM student was slapping, spitting, and biting",Intervention: Time Out (minutes),,,,
336,2017-2018,"1/30/18 2:15 PM throwing objects/items, kicking, hitting and spitting.",Intervention: Time Out (minutes),,,,
337,2017-2018,"2/12/18 2:10 PM spitting, hitting, punching and throwing wheelchair",Intervention: Time Out (minutes),,,,
338,2017-2018,"2/12/18 2:10 PM throwing things, spitting, hitting and throwing things",Intervention: Time Out (minutes),,,,
339,2017-2018,"5/14/18 11:55 AM unsafe, hitting, spitting, kicking and pushing",Intervention: Time Out (minutes),,,,
340,2017-2018,"8/9/17 1:05 PM Kicking, Hitting, Spitting and Disruptive to building",Intervention: Time Out (minutes),,,,
341,2017-2018,3/12/18 2:04 PM student was grabbing staff clothing being physically aggressive,Intervention: Time Out (minutes),,,,
342,,grabbing staff clothing and touching staff inappropriately. yelling at,,,,,
343,2017-2018,staff 4/12/18 1:46 PM,Intervention: Time Out (minutes),,,,
344,2017-2018,5/10/18 2:20 PM being aggressive towards staff. grabbing and trying to hid.,Intervention: Time Out (minutes),,,,
345,2017-2018,5/16/18 5:16 PM grabbing and disrobing,Intervention: Time Out (minutes),,,,
346,2017-2018,6/8/18 12:30 PM grabbing staff,Intervention: Time Out (minutes),,,,
347,2017-2018,10/20/17 12:00 AM hitting and throwing things,Intervention: Time Out (minutes),,,,
348,2017-2018,"10/20/17 12:42 PM disruptive, hitting and throwing things",Intervention: Time Out (minutes),,,,
349,2017-2018,12/15/17 1:52 PM hitting and throwing things,Intervention: Time Out (minutes),,,,
350,2017-2018,12/15/17 1:52 PM physical aggression: hitting and kicking,Intervention: Time Out (minutes),,,,
351,2017-2018,"11/17/17 1:55 PM Aggressive towards staff; biting, hitting, kicking",Intervention: Time Out (minutes),,,,
352,,"Throwing chairs, verbal aggression, destruction of classroom and",,,,,
353,2017-2018,taunting classmates 1/9/18 12:00 AM,Intervention: Time Out (minutes),,,,
354,2017-2018,"12/12/17 12:15 PM hitting, punching, kicking, biting, throwing items",Intervention: Time Out (minutes),,,,
355,2017-2018,"5/29/18 12:22 PM screaming, kicking and running into parking lot",Intervention: Time Out (minutes),,,,
356,,"spitting, grabbing, taking peoples belongings, walking in the parking",,,,,
357,2017-2018,lot and throwing things 6/11/18 2:12 PM,Intervention: Time Out (minutes),,,,
358,2017-2018,"2/15/18 10:28 AM hitting, kicking and biting",Intervention: Time Out (minutes),,,,
359,2017-2018,"2/15/18 10:28 AM hitting, kicking and biting",Intervention: Time Out (minutes),,,,
360,2017-2018,"5/14/18 10:32 AM biting, slapping, eating pull-up and playing with feces and urinating",Intervention: Time Out (minutes),,,,
361,2017-2018,4/16/18 12:05 PM targeting other students and becoming aggressive towards them,Intervention: Time Out (minutes),,,,
362,2017-2018,4/16/18 12:39 PM aggressive towards staff and trying to kick and hit students in hall.,Intervention: Time Out (minutes),,,,
363,2017-2018,4/18/18 10:33 AM grabbing at badge.. physically aggressive,Intervention: Time Out (minutes),,,,
364,2017-2018,4/18/18 1:15 PM unsafe and physically aggressive,Intervention: Time Out (minutes),,,,
365,2017-2018,"4/20/18 10:25 AM being aggressive towards staff by hitting, biting and kicking",Intervention: Time Out (minutes),,,,
366,2017-2018,6/11/18 8:46 AM running and hitting,Intervention: Time Out (minutes),,,,
367,2017-2018,"6/11/18 12:10 PM hitting, kicking and screaming",Intervention: Time Out (minutes),,,,
368,,student became upset and started throwing things and hitting staff.,,,,,
369,2017-2018,He broke a vase 6/11/18 1:22 PM,Intervention: Time Out (minutes),,,,
370,2017-2018,"6/15/18 12:20 PM hitting, pushing and kicking",Intervention: Time Out (minutes),,,,
371,2017-2018,4/18/18 10:19 AM unsafe and physically aggressive,Intervention: Time Out (minutes),,,,
372,,"being aggressive towards staff, hitting, pulling hair, grabbing,",,,,,
373,2017-2018,scratching and biting 4/18/18 2:00 PM,Intervention: Time Out (minutes),,,,
374,2017-2018,"5/14/18 11:26 AM throwing things, climbing on tables, screaming and hitting.",Intervention: Time Out (minutes),,,,
375,2017-2018,5/23/18 11:00 AM hitting student on playground,Intervention: Time Out (minutes),,,,
376,2017-2018,"6/5/18 10:53 AM yelling, hitting and kicking",Intervention: Time Out (minutes),,,,
377,2017-2018,6/5/18 12:25 PM hitting and urinating,Intervention: Time Out (minutes),,,,
378,2017-2018,6/8/18 9:25 AM hitting,Intervention: Time Out (minutes),,,,
379,2017-2018,6/15/18 2:43 PM hitting and spitting,Intervention: Time Out (minutes),,,,
380,,Physical aggression directed at a staff member resulting in a physical,,,,,
381,2018-2019,restraint. 1/8/19 8:30 AM,Intervention: Physical Intervention (minutes),,,,
382,,,was angry with another student for taking a hat off his head.,,,,
383,,,"Was threatening to hit the other student, and kick his ass.  When the",,,,
384,,,other student appeared  loaded back to hit the other student,,,,
385,,,with a full Tea can.  I grabbed his arm and the can of tea.   then,,,,
386,,,attempted to get past me threatening all the time.  I moved  to,,,,
387,,,the   and attempted to try to calm him again.  this time he,,,,
388,,,began to escalate further and become violent.,,,,
389,2018-2019,9/18/18 12:48 PM,implemented a TCIS Small child hold,Intervention: Physical Intervention (minutes),,,
390,,,was cheating at a game in gym. Another student called him out,,,,
391,,,"on this, he took another students belongings and threw them across",,,,
392,,,the gym. He left gym and was screaming he started to hit others in the,,,,
393,2018-2019,8/3/18 10:50 AM,hall.  Escorted to time out.,Intervention: Time Out (minutes),,,
394,2018-2019,9/25/18 2:00 PM t,,Intervention: Time Out (minutes),,,
395,,,upset about a student saying something to him.  He began to,,,,
396,,,hit and yell with his clipboard.  Verbally aggressive. Tried to elope/hit,,,,
397,2018-2019,4/9/19 11:30 AM,people. Escorted to timeout.,Intervention: Time Out (minutes),,,
398,,,was upset when he didn't understand SS work. He started to,,,,
399,,,throw chairs but calmed himself.  He became frustrated during Math,,,,
400,,,and became physical with staff and peer. He eloped physical,,,,
401,2018-2019,5/22/19 12:30 PM,intervention used.,Intervention: Time Out (minutes),,,
402,,,"was being inappropriate, verbally aggressive and non",,,,
403,,,"compliant.  He was separated from other students in the hall, he",,,,
404,,,continued to  be vulgar and swear at staff. He then escalated to,,,,
405,,,"physical aggression towards staff. He was escorted to time out,",,,,
406,2018-2019,8/2/18 11:30 AM,restraint used in time out.,Intervention: Time Out (minutes),,,
407,,,was about to leave the room. He didn't want to and began to,,,,
408,,,"yell and swear.  Support called, escorted to time out, where he was",,,,
409,2018-2019,10/15/18 8:40 AM,put in a supine.  Admin & nurse were called.,Intervention: Time Out (minutes),,,
410,,,Upset because he couldn't eat lunch in the class. He was screaming,,,,
411,,,and unable to calm.  He became aggressive and knocked over chairs.,,,,
412,2018-2019,10/17/18 11:15 AM,Walked to time out to calm.,Intervention: Time Out (minutes),,,
413,,,Became very upset in lunch line by a comment made by another,,,,
414,,,student.  He ran to the hall screaming.  After several minutes of,,,,
415,2018-2019,2/4/19 11:05 AM,"screaming, support was called and escorted to time out.",Intervention: Time Out (minutes),,,
416,,,"came in crying,screaming and ran to fishbowl. Wouldn't calm.",,,,
417,,,"Support talked to him, escorted to timeout. He said he was tired and",,,,
418,,,forgot to stay home.  He was offered to lay down in the Nurse's,,,,
419,2018-2019,4/1/19 8:15 AM,offices but refused.,Intervention: Time Out (minutes),,,
420,,,Given a choice to  lay down in nurse's office.  A few minutes given and,,,,
421,,,he got loud and was asked to leave. Support was there and asked him,,,,
422,2018-2019,4/1/19 10:02 AM,to leave.  He began to hit support and was taken to time out,Intervention: Time Out (minutes),,,
423,,,"Eloped from class to the fishbowl. Yelling and screaming at support,",,,,
424,2018-2019,4/23/19 11:30 AM,escorted to timeout to calm.,Intervention: Time Out (minutes),,,
425,,,was angry that a student was in class. Went running and,,,,
426,,,screaming in the hall.  He ran into support. Flopping around. Escorted,,,,
427,2018-2019,4/30/19 8:11 AM,to timeout.,Intervention: Time Out (minutes),,,
428,,,Being very unsafe in hall. Screaming and hitting staff. He was put in a,,,,
429,2018-2019,5/9/19 1:30 PM,"small child, taken to timeout.",Intervention: Time Out (minutes),,,
430,,,"Playing a game with class, when asked to take turn he got mad at",,,,
431,2018-2019,5/17/19 9:25 AM,"staff. He ran at staff yelling, hitting staff. Support called.",Intervention: Time Out (minutes),,,
432,,,became aggressive towards staff when asked to do work.,,,,
433,,,"Continued to hit, push and kick staff. Placed in a small child until calm.",,,,
434,2018-2019,5/23/19 11:00 AM,Calming room.,Intervention: Time Out (minutes),,,
435,,,"and another student began arguing in the class, he ran",,,,
436,,,towards the door and eloped from class. Became aggressive towards,,,,
437,,,staff who blocked him from attacking another student.  Time out to,,,,
438,2018-2019,6/13/19 11:35 AM,calm.,Intervention: Time Out (minutes),,,
439,,,was sleeping in the nurses office. Left without telling anyone,,,,
440,,,and staff.  In hall he became upset he missed swimming and became,,,,
441,2018-2019,6/13/19 1:05 PM,aggressive.  Went to timeout to calm.,Intervention: Time Out (minutes),,,
442,,,"Threw his container of milk on the floor, he was told he could not et",,,,
443,,,"another one.  Went to lunch table, was disruptive and pushed another",,,,
444,,,"students. Ran out of cafeteria, ran from building.  Support called and",,,,
445,,,brought him back. Staff asked if he was ok and he pushed her.,,,,
446,2018-2019,7/17/18 10:30 AM,Support escorted him to time out.,Intervention: Time Out (minutes),,,
447,,,"He was disruptive, screaming, swearing out loud, he had to leave.Still",,,,
448,,,"swearing, yelling and out of control. Kicked in showroom plastic",,,,
449,,,"window, picked up fire extinguisher to throw, support intervened.",,,,
450,2018-2019,7/18/18 12:00 PM,Escorted to time out,Intervention: Time Out (minutes),,,
451,,,was screaming in the hall. It bothered another student. They,,,,
452,,,both started yelling at each other.  ran down the stairs.  Support,,,,
453,2018-2019,7/27/18 8:45 AM,was present and escorted to timeout.,Intervention: Time Out (minutes),,,
454,,,Student became angry at another student for hiding his folder and,,,,
455,,,"then taking it.  He pushed past staff, she hit her should and arm",,,,
456,,,against door.  He then tried to throw a paper towel holder at,,,,
457,2018-2019,8/13/18 11:50 AM,students. Escorted to time out by .,Intervention: Time Out (minutes),,,
458,,,"Took a 5 minute break, came back to class was being disruptive.",,,,
459,,,Grabbed staff's arm and pulled her down on table.  Went to calming,,,,
460,,,"room, then went toward staff with his fist but stopped.  Support",,,,
461,,,escorted to timeout.  He made verbal threats about bringing in a knife,,,,
462,2018-2019,9/19/18 11:10 AM,and making a bomb.,Intervention: Time Out (minutes),,,
463,,,Student became upset because he didn't finish timed math.  He left,,,,
464,,,"the building. Support called, went to calming room.  He ran down the",,,,
465,,,hall and threatened another student.  Kicking and hitting the door.,,,,
466,,,Scream/ swearing and threatening. Support called. escorted to time,,,,
467,2018-2019,10/11/18 9:10 AM,out.,Intervention: Time Out (minutes),,,
468,,,Student was yelling and threatening staff. Asked to leave class but,,,,
469,2018-2019,10/15/18 9:22 AM,refused.  Support called. He threw tissue box at staff and broke pencil.,Intervention: Time Out (minutes),,,
470,,,threw classmates coats out of the class.  He was told to go to,,,,
471,,,"calming room. He took off down the  hall, grabbed a chair and threw",,,,
472,2018-2019,10/18/18 2:00 PM,"it.  Support called, escorted to timeout.",Intervention: Time Out (minutes),,,
